message	domain
Any resorts in ECR	travel
Hi I have paid a post paid Bill for mobile no 8130246644.Can I get the receipt please.	recharge
I have already set an reminder for water	reminders
I want to order food from	food
Released movie	movies
Hotels in udaipur	travel
Listen I don't want to watch a movie but can you get me coldplay tickets	movies
May I get the menu	food
Hi need to book a cab	travel
Can you help me in selling my mi band colour led	shopping
Any Sony service center near by me	support
Good morning , can you please help me change the dates of my flight booking?	travel
Nope not a reminder yeah but I generally hit the gym by 730 which is.a general time you can already in me with a motivational message for gym.lol	reminders
Shimla	travel
I'm looking for home delivery	food
Hey ny offer on cold drink 1 lit bottle	food
Hey can u tell me about near by Icici bank branch	nearby
This link is when I book an Emirates flight.	travel
Search for Kolkata to Indore	travel
I wana buy mi5	shopping
Can u do a web check in please.	travel
Medical shop	nearby
I need Lyf flame back cover	shopping
Could you help me find the nearest guitar centre?	nearby
Buffet price in avasa hotel, hitech city	food
Cheapest tickets for goa on 11th oct	travel
29 Th general body meeting chamber of commerce at 9.30 am	reminders
Sir mere mobile per drinking water reminder deactivate kare	reminders
Hi  could u please help me with ms dhoni movie timing which is releasing on   Friday	movies
Fan reparing	support
Domino's pizza	food
What are the ticket charges here?	movies
I need bank of baroda cash deposit machine	nearby
What's the latest feature if iPhone 7	shopping
I am looking for digital watch	shopping
Ok show me plz ram 3 and rom 16 4g mobile show me plz	shopping
Icici ATM near vasna	nearby
I want to know whether Dominos deliver today or not?	food
Muje cap booking karvani he..	shopping
Any indigo or jet flight for tmrw from HYD TO BOM time before 13:00	travel
Book a flight	travel
Nerby moto service center	support
Need to search train timing	travel
Looking for hotel in Amritsar	travel
I want cab from palkkad to Coimbatore air port tomorrow morning at 6.00am.	travel
I want burger coke fried chicken piece in my location fast	food
I booked a flight	travel
I dont want this reminder	reminders
At what time does coromandal exp starts from vijayawada to chennai	travel
Price of Sony Xperia zr display	shopping
Are there any passenger trains from ernakulam to kottayam..	travel
Obc bank location only	nearby
I want oppo f1s or vivo v3 can you say best price	shopping
Today train time table  train no..12988	travel
Please find nearest petrol pump	nearby
mobile cover	shopping
What is the price of iPhone 7 in India	shopping
State bank of india near my location	nearby
Timing	movies
Can you give me information about trains from kadapa to chennai	travel
Hi can I pls know new movies running and released this week in English and hindi	movies
Near veg restaurant	food
need carpenter	support
Review of this movie s	movies
Nearest sbi e-corner?	nearby
Distance of ahmdabad from surendranagar	travel
Have available daily train for Pune to thane or kalyan	travel
Live Train running status from aligarh to khurja	travel
N when I get the big size t T-shirt?	shopping
Secundrabad to kazipet trains now	travel
Samitha Pls check out for trains for Salem to katpadi	travel
Nearby McDonald's?	food
Set a reminder to call Richa Thakur for rakesh	reminders
Need cake order	food
Can you find me the best deal for iphone 6s 64 gb, used, as in second hand!	shopping
Can you find nearby photo studio?	nearby
Nearest  multiplex	movies
Which is the best restaurant in Mumbai sion	food
Chk for spice jet dey hv lower fares den dis	travel
Bro ma seat no. in train s s10 35....could pls know me da location...f ma berth	travel
Reply me more casual  shorts	shopping
Sneakers brand shoes 1,000	shopping
Remindr mi to buy hnky	shopping
Flight ticket cst to Tanzania on Oct 1st	travel
We wanna go shimla from Chandigarh	travel
This was a restaurant booking	food
Buxar to motihari bus timings and fare	travel
Can i return the bag as well?	shopping
Hey can you tell me the expected price of moto Z force.	shopping
Hi, Can you find me a gym nearby Sarojini nagar	nearby
I don't need reminder today	reminders
Train number 12833 time table	travel
need taxi or cab for 13 people from udaipur to mountabu	travel
Can u suggest the best route to reach mehadipatnam	travel
I want to buy toy	shopping
Check pizza for me	food
Lenovo service centre	support
How do I port my number from tata docomo to Airtel?	recharge
Today going Mumbai to bangkok	travel
Amway product agency or dealer nearby	nearby
Unlimited pizza	food
Domino's discount coupons	food
Hai i want axis bank near me	nearby
I need to buy Phillips trimmer	shopping
See for the show timing aft 9	movies
Remind me to give glucose exactly after 30 min.	reminders
Please stop these reminder	reminders
Show me the Bus routes to besant nagar beach From Tondiarpet	travel
I want to buy a Kirti	shopping
Don't you provide any information regarding uber cab booking?	travel
Fare ?	travel
Name some profitable data packs for me	recharge
I am visiting portbalir on 12th November from new Delhi	travel
Can u give mamaji sandwich number	food
Tourist	travel
Iphone 7 cost in canada inclusive of all taxes...	travel
lake mall did you the this place	movies
Pink movie available in Popcorn cinema tgb	movies
Canddle night dinner	food
24 September. Pay bill . Time 5pm	reminders
Hey can you help me with flight rates from mumbai to Goa	travel
Hi am looking for a good basket ball shoes	shopping
Please book for bhopal express now	travel
Any Restaurent in Ahmedabad which serves lunch around 2.30 to 3.00 pm ??	food
Yes.. looking for movie PINK	shopping
Reminder to order tiles to bath decor design number 61758 - 40pcs	reminders
Will u please give me the current running status of 22461 train no	travel
5 call	reminders
I wnat book some movie tikets	movies
Get me berth availability for tatkal quota from VSKP to MAS for tommorrow	travel
Tel me at sapna multiplex theater bidar	movies
Hii can u find me the nearest swimming training centre?	nearby
Hi please cancel all my water reminders thanks	reminders
Earlier i set reminder for wake me up but i got only call from you that is not enoughs for me to break the sleep so please can increase frequency of calling ?	reminders
Remind tomm call 11.00 am	reminders
Can u pls find yellow fever vaccination for this	shopping
Hi...I want to cancle train tickets that I booked before	travel
Hey, can you find me the nearest children's hospital?	nearby
Hi I wanna recharge on my airtel numbet	recharge
Discontinue this reminder pls	reminders
Can u book a train ticket for me	travel
I need to book a ticket to Coimbatore for Tomo night in tatkal	travel
Cancel all wake up alarm for today	reminders
Resorts near Bangalore	travel
I would like to buy pizza from Domino's pizza located at palampur	food
Check my order status	shopping
I want to go patiala by train	travel
Remind me about big billion day from flipkart	shopping
Sports shop	nearby
Hey Neha, how do I cancel the reminder	reminders
Service centre for Mi redmi Note 3 phone	support
offers on pizza hut?	food
Can you tell me about  cyber cafe near cello trump building	nearby
Is there any discount offers in barbeque nation?	food
Trains from coimbatore to kochi lode	travel
Bus for haridwar from Chandigarh	travel
Hollywood movies chennai	movies
Cab booking available?	travel
home remedy for fever	shopping
Just set a reminder pls	reminders
Tell me the timmings of kaushambi movies	movies
Nearest hookah bar	nearby
I know my seat number .it is possible for u to say seat which it is as side or lower or upper seat	travel
This type	shopping
I want to buy sports shoes	shopping
From where i can buy pets	shopping
Price of pink movie in sterling	movies
i phone 7 photos ??	shopping
Can you assist with packages?	travel
I asked to set reminder for afternoon	reminders
Please show me the PVR cinemas nearby	movies
Can you tell me to what cities flights are being provided from gannavaram airport	travel
Lenovo store nearby	nearby
TICKET CONFIRMATION:  Flight 843 Date-10/09/2016 DEL-BOM Dep:18:35hrs 6E REF-B9SNXZ. Have a pleasant journey.	travel
"Remind me to book bus ticket for October 8 on September 27 8""pm"	reminders
Live angul railway station train in 2hour	travel
Ahmedabad to Mumbai flight rate	travel
Helloo Wt abt refund	recharge
Oct-23	reminders
How to check balance of prepaid mobile of bsnl	recharge
Looking for reliance store near about Sahakar Nagar	nearby
Update me with all my reminders please.	reminders
Hi can you please turn of this daily wake up call of 6 am	reminders
Stop giving the wake up call for me	reminders
Coffee??	food
Ahmedabad to Goa by train	travel
Govindashram dombivali menu	food
is there any punjabi movoe now at cinemas	movies
Tell me some other model of HP  Lenovo dell	shopping
Like to know abt a Malaysia package for 3 nights and 4 days for 3 ppl	travel
Whats the price of the ticket?	movies
See me some sthlish bluetooth headphones	shopping
Can you plz send mi the another no of Samsung service center he is not received the call	support
Dominoz menu?	food
I have to gift a one piece dress to a female friend of mine	shopping
And including the visit	travel
Please do not call me	reminders
Best surprise place in goa	travel
Planning to go to Goa on 2,3 October 2016. Want to know about weather status on scheduled date, and cheap flight tickets	travel
Any offer on subway	food
Any brand but gold color	shopping
Any new tamil movie	movies
Imax	movies
Deepika i wanted to know if there is any offer in dominos	food
Can you find a rate for mumbai Hanover mumbai - going on 23 and coming back on 26 September	travel
Good restaurants nearby	food
hey please tell me the cheapest flight from pune to jaipur on 28th spetember and 29september	travel
Hi can u chk any tickets are available fr tomorrow night's train fr chennai	travel
Can I get a plane ticket copy with PNR no?	travel
BOM to IXJ 11th November 11:25	travel
You were a big help in the hotel booking	travel
Hey, can you find me the nearest samsung mobile service center?	nearby
Cash deposit mission fesility of State bank of mysore near to me	nearby
I want to have a haldiram's thali	food
Discounts on footwear ??	shopping
Can you check the seat availability in second class sitting	travel
I want to buy Mass gainer	shopping
